Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Trip Duration (hh:mm),Trip Duration (in mins),Trip Date,Request Time,Day Of Week,Is Weekend,Trip Completed,Driver Assigned,Trip Request Time Slot
2315,Airport,,No Cars Available,12-07-2016 18:58,,NA,NA,12-07-2016,6:58 PM,Tuesday,No,No,No,Evening
2312,Airport,,No Cars Available,12-07-2016 18:58,,NA,NA,12-07-2016,6:58 PM,Tuesday,No,No,No,Evening
2309,Airport,,No Cars Available,12-07-2016 18:59,,NA,NA,12-07-2016,6:59 PM,Tuesday,No,No,No,Evening
2304,Airport,,No Cars Available,12-07-2016 18:59,,NA,NA,12-07-2016,6:59 PM,Tuesday,No,No,No,Evening
2314,Airport,,No Cars Available,12-07-2016 18:59,,NA,NA,12-07-2016,6:59 PM,Tuesday,No,No,No,Evening
2308,Airport,,No Cars Available,12-07-2016 19:02,,NA,NA,12-07-2016,7:02 PM,Tuesday,No,No,No,Evening
2317,Airport,,No Cars Available,12-07-2016 19:02,,NA,NA,12-07-2016,7:02 PM,Tuesday,No,No,No,Evening
2313,Airport,,No Cars Available,12-07-2016 19:03,,NA,NA,12-07-2016,7:03 PM,Tuesday,No,No,No,Evening
2306,City,,No Cars Available,12-07-2016 19:03,,NA,NA,12-07-2016,7:03 PM,Tuesday,No,No,No,Evening
2316,Airport,,No Cars Available,12-07-2016 19:04,,NA,NA,12-07-2016,7:04 PM,Tuesday,No,No,No,Evening
2321,Airport,,No Cars Available,12-07-2016 19:04,,NA,NA,12-07-2016,7:04 PM,Tuesday,No,No,No,Evening
2318,Airport,,No Cars Available,12-07-2016 19:04,,NA,NA,12-07-2016,7:04 PM,Tuesday,No,No,No,Evening
2319,Airport,,No Cars Available,12-07-2016 19:07,,NA,NA,12-07-2016,7:07 PM,Tuesday,No,No,No,Evening
2320,Airport,,No Cars Available,12-07-2016 19:07,,NA,NA,12-07-2016,7:07 PM,Tuesday,No,No,No,Evening
2324,Airport,,No Cars Available,12-07-2016 19:08,,NA,NA,12-07-2016,7:08 PM,Tuesday,No,No,No,Evening
2322,Airport,,No Cars Available,12-07-2016 19:09,,NA,NA,12-07-2016,7:09 PM,Tuesday,No,No,No,Evening
2329,Airport,,No Cars Available,12-07-2016 19:10,,NA,NA,12-07-2016,7:10 PM,Tuesday,No,No,No,Evening
2325,Airport,,No Cars Available,12-07-2016 19:10,,NA,NA,12-07-2016,7:10 PM,Tuesday,No,No,No,Evening
2344,Airport,,No Cars Available,12-07-2016 19:13,,NA,NA,12-07-2016,7:13 PM,Tuesday,No,No,No,Evening
2334,Airport,,No Cars Available,12-07-2016 19:14,,NA,NA,12-07-2016,7:14 PM,Tuesday,No,No,No,Evening
2330,Airport,,No Cars Available,12-07-2016 19:15,,NA,NA,12-07-2016,7:15 PM,Tuesday,No,No,No,Evening
2337,Airport,,No Cars Available,12-07-2016 19:15,,NA,NA,12-07-2016,7:15 PM,Tuesday,No,No,No,Evening
2326,Airport,,No Cars Available,12-07-2016 19:16,,NA,NA,12-07-2016,7:16 PM,Tuesday,No,No,No,Evening
2341,Airport,,No Cars Available,12-07-2016 19:17,,NA,NA,12-07-2016,7:17 PM,Tuesday,No,No,No,Evening
2332,City,,No Cars Available,12-07-2016 19:17,,NA,NA,12-07-2016,7:17 PM,Tuesday,No,No,No,Evening
2338,Airport,,No Cars Available,12-07-2016 19:17,,NA,NA,12-07-2016,7:17 PM,Tuesday,No,No,No,Evening
2333,Airport,,No Cars Available,12-07-2016 19:17,,NA,NA,12-07-2016,7:17 PM,Tuesday,No,No,No,Evening
2336,Airport,,No Cars Available,12-07-2016 19:18,,NA,NA,12-07-2016,7:18 PM,Tuesday,No,No,No,Evening
2342,Airport,,No Cars Available,12-07-2016 19:18,,NA,NA,12-07-2016,7:18 PM,Tuesday,No,No,No,Evening
2343,Airport,,No Cars Available,12-07-2016 19:19,,NA,NA,12-07-2016,7:19 PM,Tuesday,No,No,No,Evening
2351,City,,No Cars Available,12-07-2016 19:20,,NA,NA,12-07-2016,7:20 PM,Tuesday,No,No,No,Evening
2345,Airport,,No Cars Available,12-07-2016 19:20,,NA,NA,12-07-2016,7:20 PM,Tuesday,No,No,No,Evening
2350,City,,No Cars Available,12-07-2016 19:24,,NA,NA,12-07-2016,7:24 PM,Tuesday,No,No,No,Evening
2352,Airport,,No Cars Available,12-07-2016 19:26,,NA,NA,12-07-2016,7:26 PM,Tuesday,No,No,No,Evening
2361,Airport,,No Cars Available,12-07-2016 19:28,,NA,NA,12-07-2016,7:28 PM,Tuesday,No,No,No,Evening
2364,Airport,,No Cars Available,12-07-2016 19:29,,NA,NA,12-07-2016,7:29 PM,Tuesday,No,No,No,Evening
2355,Airport,,No Cars Available,12-07-2016 19:31,,NA,NA,12-07-2016,7:31 PM,Tuesday,No,No,No,Evening
2357,Airport,,No Cars Available,12-07-2016 19:31,,NA,NA,12-07-2016,7:31 PM,Tuesday,No,No,No,Evening
2366,Airport,,No Cars Available,12-07-2016 19:33,,NA,NA,12-07-2016,7:33 PM,Tuesday,No,No,No,Evening
2367,Airport,,No Cars Available,12-07-2016 19:35,,NA,NA,12-07-2016,7:35 PM,Tuesday,No,No,No,Evening
2358,Airport,,No Cars Available,12-07-2016 19:35,,NA,NA,12-07-2016,7:35 PM,Tuesday,No,No,No,Evening
2362,Airport,,No Cars Available,12-07-2016 19:36,,NA,NA,12-07-2016,7:36 PM,Tuesday,No,No,No,Evening
2371,Airport,,No Cars Available,12-07-2016 19:37,,NA,NA,12-07-2016,7:37 PM,Tuesday,No,No,No,Evening
2369,City,,No Cars Available,12-07-2016 19:37,,NA,NA,12-07-2016,7:37 PM,Tuesday,No,No,No,Evening
2380,Airport,,No Cars Available,12-07-2016 19:39,,NA,NA,12-07-2016,7:39 PM,Tuesday,No,No,No,Evening
2377,Airport,,No Cars Available,12-07-2016 19:40,,NA,NA,12-07-2016,7:40 PM,Tuesday,No,No,No,Evening
2384,Airport,,No Cars Available,12-07-2016 19:40,,NA,NA,12-07-2016,7:40 PM,Tuesday,No,No,No,Evening
2374,Airport,,No Cars Available,12-07-2016 19:41,,NA,NA,12-07-2016,7:41 PM,Tuesday,No,No,No,Evening
2379,Airport,,No Cars Available,12-07-2016 19:43,,NA,NA,12-07-2016,7:43 PM,Tuesday,No,No,No,Evening
2376,City,,No Cars Available,12-07-2016 19:43,,NA,NA,12-07-2016,7:43 PM,Tuesday,No,No,No,Evening
2378,Airport,,No Cars Available,12-07-2016 19:44,,NA,NA,12-07-2016,7:44 PM,Tuesday,No,No,No,Evening
2388,Airport,,No Cars Available,12-07-2016 19:46,,NA,NA,12-07-2016,7:46 PM,Tuesday,No,No,No,Evening
2383,Airport,,No Cars Available,12-07-2016 19:47,,NA,NA,12-07-2016,7:47 PM,Tuesday,No,No,No,Evening
2385,Airport,,No Cars Available,12-07-2016 19:47,,NA,NA,12-07-2016,7:47 PM,Tuesday,No,No,No,Evening
2391,Airport,,No Cars Available,12-07-2016 19:48,,NA,NA,12-07-2016,7:48 PM,Tuesday,No,No,No,Evening
2386,Airport,,No Cars Available,12-07-2016 19:51,,NA,NA,12-07-2016,7:51 PM,Tuesday,No,No,No,Evening
2394,Airport,,No Cars Available,12-07-2016 19:52,,NA,NA,12-07-2016,7:52 PM,Tuesday,No,No,No,Evening
2402,Airport,,No Cars Available,12-07-2016 19:53,,NA,NA,12-07-2016,7:53 PM,Tuesday,No,No,No,Evening
2390,Airport,,No Cars Available,12-07-2016 19:53,,NA,NA,12-07-2016,7:53 PM,Tuesday,No,No,No,Evening
2401,Airport,,No Cars Available,12-07-2016 19:55,,NA,NA,12-07-2016,7:55 PM,Tuesday,No,No,No,Evening
2400,Airport,,No Cars Available,12-07-2016 19:55,,NA,NA,12-07-2016,7:55 PM,Tuesday,No,No,No,Evening
2403,Airport,,No Cars Available,12-07-2016 19:55,,NA,NA,12-07-2016,7:55 PM,Tuesday,No,No,No,Evening
2414,Airport,,No Cars Available,12-07-2016 19:56,,NA,NA,12-07-2016,7:56 PM,Tuesday,No,No,No,Evening
2393,Airport,,No Cars Available,12-07-2016 19:58,,NA,NA,12-07-2016,7:58 PM,Tuesday,No,No,No,Evening
2398,Airport,,No Cars Available,12-07-2016 19:59,,NA,NA,12-07-2016,7:59 PM,Tuesday,No,No,No,Evening
2408,Airport,,No Cars Available,12-07-2016 20:01,,NA,NA,12-07-2016,8:01 PM,Tuesday,No,No,No,Evening
2415,Airport,,No Cars Available,12-07-2016 20:01,,NA,NA,12-07-2016,8:01 PM,Tuesday,No,No,No,Evening
2421,Airport,,No Cars Available,12-07-2016 20:07,,NA,NA,12-07-2016,8:07 PM,Tuesday,No,No,No,Evening
2419,Airport,,No Cars Available,12-07-2016 20:09,,NA,NA,12-07-2016,8:09 PM,Tuesday,No,No,No,Evening
2409,Airport,,No Cars Available,12-07-2016 20:10,,NA,NA,12-07-2016,8:10 PM,Tuesday,No,No,No,Evening
2428,Airport,,No Cars Available,12-07-2016 20:10,,NA,NA,12-07-2016,8:10 PM,Tuesday,No,No,No,Evening
2426,Airport,,No Cars Available,12-07-2016 20:10,,NA,NA,12-07-2016,8:10 PM,Tuesday,No,No,No,Evening
2422,Airport,,No Cars Available,12-07-2016 20:10,,NA,NA,12-07-2016,8:10 PM,Tuesday,No,No,No,Evening
2427,Airport,,No Cars Available,12-07-2016 20:12,,NA,NA,12-07-2016,8:12 PM,Tuesday,No,No,No,Evening
2425,Airport,,No Cars Available,12-07-2016 20:13,,NA,NA,12-07-2016,8:13 PM,Tuesday,No,No,No,Evening
2429,Airport,,No Cars Available,12-07-2016 20:17,,NA,NA,12-07-2016,8:17 PM,Tuesday,No,No,No,Evening
2431,Airport,,No Cars Available,12-07-2016 20:19,,NA,NA,12-07-2016,8:19 PM,Tuesday,No,No,No,Evening
2439,Airport,,No Cars Available,12-07-2016 20:19,,NA,NA,12-07-2016,8:19 PM,Tuesday,No,No,No,Evening
2433,Airport,,No Cars Available,12-07-2016 20:19,,NA,NA,12-07-2016,8:19 PM,Tuesday,No,No,No,Evening
2450,Airport,,No Cars Available,12-07-2016 20:20,,NA,NA,12-07-2016,8:20 PM,Tuesday,No,No,No,Evening
2440,Airport,,No Cars Available,12-07-2016 20:21,,NA,NA,12-07-2016,8:21 PM,Tuesday,No,No,No,Evening
2442,Airport,,No Cars Available,12-07-2016 20:22,,NA,NA,12-07-2016,8:22 PM,Tuesday,No,No,No,Evening
2443,Airport,,No Cars Available,12-07-2016 20:23,,NA,NA,12-07-2016,8:23 PM,Tuesday,No,No,No,Evening
2446,Airport,,No Cars Available,12-07-2016 20:25,,NA,NA,12-07-2016,8:25 PM,Tuesday,No,No,No,Evening
2455,Airport,,No Cars Available,12-07-2016 20:25,,NA,NA,12-07-2016,8:25 PM,Tuesday,No,No,No,Evening
2453,Airport,,No Cars Available,12-07-2016 20:25,,NA,NA,12-07-2016,8:25 PM,Tuesday,No,No,No,Evening
2452,Airport,,No Cars Available,12-07-2016 20:27,,NA,NA,12-07-2016,8:27 PM,Tuesday,No,No,No,Evening
2454,Airport,,No Cars Available,12-07-2016 20:28,,NA,NA,12-07-2016,8:28 PM,Tuesday,No,No,No,Evening
2451,Airport,,No Cars Available,12-07-2016 20:29,,NA,NA,12-07-2016,8:29 PM,Tuesday,No,No,No,Evening
2438,Airport,,No Cars Available,12-07-2016 20:29,,NA,NA,12-07-2016,8:29 PM,Tuesday,No,No,No,Evening
2462,Airport,,No Cars Available,12-07-2016 20:31,,NA,NA,12-07-2016,8:31 PM,Tuesday,No,No,No,Evening
2468,Airport,,No Cars Available,12-07-2016 20:31,,NA,NA,12-07-2016,8:31 PM,Tuesday,No,No,No,Evening
2456,Airport,,No Cars Available,12-07-2016 20:31,,NA,NA,12-07-2016,8:31 PM,Tuesday,No,No,No,Evening
2471,Airport,,No Cars Available,12-07-2016 20:35,,NA,NA,12-07-2016,8:35 PM,Tuesday,No,No,No,Evening
2464,Airport,,No Cars Available,12-07-2016 20:37,,NA,NA,12-07-2016,8:37 PM,Tuesday,No,No,No,Evening
2477,Airport,,No Cars Available,12-07-2016 20:38,,NA,NA,12-07-2016,8:38 PM,Tuesday,No,No,No,Evening
2472,Airport,,No Cars Available,12-07-2016 20:39,,NA,NA,12-07-2016,8:39 PM,Tuesday,No,No,No,Evening
2470,Airport,,No Cars Available,12-07-2016 20:40,,NA,NA,12-07-2016,8:40 PM,Tuesday,No,No,No,Evening
2476,Airport,,No Cars Available,12-07-2016 20:42,,NA,NA,12-07-2016,8:42 PM,Tuesday,No,No,No,Evening
2475,Airport,,No Cars Available,12-07-2016 20:44,,NA,NA,12-07-2016,8:44 PM,Tuesday,No,No,No,Evening
2478,Airport,,No Cars Available,12-07-2016 20:44,,NA,NA,12-07-2016,8:44 PM,Tuesday,No,No,No,Evening
2493,Airport,,No Cars Available,12-07-2016 20:48,,NA,NA,12-07-2016,8:48 PM,Tuesday,No,No,No,Evening
2488,Airport,,No Cars Available,12-07-2016 20:48,,NA,NA,12-07-2016,8:48 PM,Tuesday,No,No,No,Evening
2495,Airport,,No Cars Available,12-07-2016 20:49,,NA,NA,12-07-2016,8:49 PM,Tuesday,No,No,No,Evening
2485,Airport,,No Cars Available,12-07-2016 20:50,,NA,NA,12-07-2016,8:50 PM,Tuesday,No,No,No,Evening
2489,Airport,,No Cars Available,12-07-2016 20:50,,NA,NA,12-07-2016,8:50 PM,Tuesday,No,No,No,Evening
2479,Airport,,No Cars Available,12-07-2016 20:50,,NA,NA,12-07-2016,8:50 PM,Tuesday,No,No,No,Evening
2487,Airport,,No Cars Available,12-07-2016 20:51,,NA,NA,12-07-2016,8:51 PM,Tuesday,No,No,No,Evening
2492,Airport,,No Cars Available,12-07-2016 20:52,,NA,NA,12-07-2016,8:52 PM,Tuesday,No,No,No,Evening
2500,Airport,,No Cars Available,12-07-2016 20:54,,NA,NA,12-07-2016,8:54 PM,Tuesday,No,No,No,Evening
2504,Airport,,No Cars Available,12-07-2016 20:55,,NA,NA,12-07-2016,8:55 PM,Tuesday,No,No,No,Evening
2503,Airport,,No Cars Available,12-07-2016 20:55,,NA,NA,12-07-2016,8:55 PM,Tuesday,No,No,No,Evening
2490,Airport,,No Cars Available,12-07-2016 20:56,,NA,NA,12-07-2016,8:56 PM,Tuesday,No,No,No,Evening
2502,Airport,,No Cars Available,12-07-2016 20:56,,NA,NA,12-07-2016,8:56 PM,Tuesday,No,No,No,Evening
2494,Airport,,No Cars Available,12-07-2016 20:57,,NA,NA,12-07-2016,8:57 PM,Tuesday,No,No,No,Evening
2501,Airport,,No Cars Available,12-07-2016 20:59,,NA,NA,12-07-2016,8:59 PM,Tuesday,No,No,No,Evening
2498,Airport,,No Cars Available,12-07-2016 21:00,,NA,NA,12-07-2016,9:00 PM,Tuesday,No,No,No,Late Night
2512,Airport,,No Cars Available,12-07-2016 21:03,,NA,NA,12-07-2016,9:03 PM,Tuesday,No,No,No,Late Night
2514,Airport,,No Cars Available,12-07-2016 21:07,,NA,NA,12-07-2016,9:07 PM,Tuesday,No,No,No,Late Night
2519,Airport,,No Cars Available,12-07-2016 21:07,,NA,NA,12-07-2016,9:07 PM,Tuesday,No,No,No,Late Night
2513,Airport,,No Cars Available,12-07-2016 21:08,,NA,NA,12-07-2016,9:08 PM,Tuesday,No,No,No,Late Night
2515,Airport,,No Cars Available,12-07-2016 21:08,,NA,NA,12-07-2016,9:08 PM,Tuesday,No,No,No,Late Night
2522,City,,No Cars Available,12-07-2016 21:09,,NA,NA,12-07-2016,9:09 PM,Tuesday,No,No,No,Late Night
2528,Airport,,No Cars Available,12-07-2016 21:11,,NA,NA,12-07-2016,9:11 PM,Tuesday,No,No,No,Late Night
2523,Airport,,No Cars Available,12-07-2016 21:11,,NA,NA,12-07-2016,9:11 PM,Tuesday,No,No,No,Late Night
2529,Airport,,No Cars Available,12-07-2016 21:12,,NA,NA,12-07-2016,9:12 PM,Tuesday,No,No,No,Late Night
2521,Airport,,No Cars Available,12-07-2016 21:13,,NA,NA,12-07-2016,9:13 PM,Tuesday,No,No,No,Late Night
2525,Airport,,No Cars Available,12-07-2016 21:15,,NA,NA,12-07-2016,9:15 PM,Tuesday,No,No,No,Late Night
2541,Airport,,No Cars Available,12-07-2016 21:15,,NA,NA,12-07-2016,9:15 PM,Tuesday,No,No,No,Late Night
2536,Airport,,No Cars Available,12-07-2016 21:15,,NA,NA,12-07-2016,9:15 PM,Tuesday,No,No,No,Late Night
2546,Airport,,No Cars Available,12-07-2016 21:16,,NA,NA,12-07-2016,9:16 PM,Tuesday,No,No,No,Late Night
2531,Airport,,No Cars Available,12-07-2016 21:16,,NA,NA,12-07-2016,9:16 PM,Tuesday,No,No,No,Late Night
2542,Airport,,No Cars Available,12-07-2016 21:16,,NA,NA,12-07-2016,9:16 PM,Tuesday,No,No,No,Late Night
2534,City,,No Cars Available,12-07-2016 21:18,,NA,NA,12-07-2016,9:18 PM,Tuesday,No,No,No,Late Night
2539,Airport,,No Cars Available,12-07-2016 21:19,,NA,NA,12-07-2016,9:19 PM,Tuesday,No,No,No,Late Night
2533,Airport,,No Cars Available,12-07-2016 21:19,,NA,NA,12-07-2016,9:19 PM,Tuesday,No,No,No,Late Night
2558,Airport,,No Cars Available,12-07-2016 21:21,,NA,NA,12-07-2016,9:21 PM,Tuesday,No,No,No,Late Night
2550,Airport,,No Cars Available,12-07-2016 21:21,,NA,NA,12-07-2016,9:21 PM,Tuesday,No,No,No,Late Night
2547,Airport,,No Cars Available,12-07-2016 21:22,,NA,NA,12-07-2016,9:22 PM,Tuesday,No,No,No,Late Night
2538,Airport,,No Cars Available,12-07-2016 21:22,,NA,NA,12-07-2016,9:22 PM,Tuesday,No,No,No,Late Night
2557,Airport,,No Cars Available,12-07-2016 21:23,,NA,NA,12-07-2016,9:23 PM,Tuesday,No,No,No,Late Night
2563,Airport,,No Cars Available,12-07-2016 21:24,,NA,NA,12-07-2016,9:24 PM,Tuesday,No,No,No,Late Night
2548,Airport,,No Cars Available,12-07-2016 21:24,,NA,NA,12-07-2016,9:24 PM,Tuesday,No,No,No,Late Night
2551,Airport,,No Cars Available,12-07-2016 21:26,,NA,NA,12-07-2016,9:26 PM,Tuesday,No,No,No,Late Night
2555,Airport,,No Cars Available,12-07-2016 21:28,,NA,NA,12-07-2016,9:28 PM,Tuesday,No,No,No,Late Night
2549,Airport,,No Cars Available,12-07-2016 21:28,,NA,NA,12-07-2016,9:28 PM,Tuesday,No,No,No,Late Night
2554,Airport,,No Cars Available,12-07-2016 21:30,,NA,NA,12-07-2016,9:30 PM,Tuesday,No,No,No,Late Night
2566,Airport,,No Cars Available,12-07-2016 21:31,,NA,NA,12-07-2016,9:31 PM,Tuesday,No,No,No,Late Night
2562,Airport,,No Cars Available,12-07-2016 21:32,,NA,NA,12-07-2016,9:32 PM,Tuesday,No,No,No,Late Night
2571,Airport,,No Cars Available,12-07-2016 21:32,,NA,NA,12-07-2016,9:32 PM,Tuesday,No,No,No,Late Night
2565,Airport,,No Cars Available,12-07-2016 21:32,,NA,NA,12-07-2016,9:32 PM,Tuesday,No,No,No,Late Night
2575,Airport,,No Cars Available,12-07-2016 21:33,,NA,NA,12-07-2016,9:33 PM,Tuesday,No,No,No,Late Night
2568,Airport,,No Cars Available,12-07-2016 21:34,,NA,NA,12-07-2016,9:34 PM,Tuesday,No,No,No,Late Night
2570,Airport,,No Cars Available,12-07-2016 21:34,,NA,NA,12-07-2016,9:34 PM,Tuesday,No,No,No,Late Night
2564,Airport,,No Cars Available,12-07-2016 21:35,,NA,NA,12-07-2016,9:35 PM,Tuesday,No,No,No,Late Night
2581,Airport,,No Cars Available,12-07-2016 21:35,,NA,NA,12-07-2016,9:35 PM,Tuesday,No,No,No,Late Night
2576,Airport,,No Cars Available,12-07-2016 21:36,,NA,NA,12-07-2016,9:36 PM,Tuesday,No,No,No,Late Night
2579,Airport,,No Cars Available,12-07-2016 21:38,,NA,NA,12-07-2016,9:38 PM,Tuesday,No,No,No,Late Night
2574,Airport,,No Cars Available,12-07-2016 21:38,,NA,NA,12-07-2016,9:38 PM,Tuesday,No,No,No,Late Night
2577,Airport,,No Cars Available,12-07-2016 21:38,,NA,NA,12-07-2016,9:38 PM,Tuesday,No,No,No,Late Night
2580,Airport,,No Cars Available,12-07-2016 21:39,,NA,NA,12-07-2016,9:39 PM,Tuesday,No,No,No,Late Night
2583,Airport,,No Cars Available,12-07-2016 21:41,,NA,NA,12-07-2016,9:41 PM,Tuesday,No,No,No,Late Night
2573,Airport,,No Cars Available,12-07-2016 21:42,,NA,NA,12-07-2016,9:42 PM,Tuesday,No,No,No,Late Night
2578,Airport,,No Cars Available,12-07-2016 21:42,,NA,NA,12-07-2016,9:42 PM,Tuesday,No,No,No,Late Night
2590,Airport,,No Cars Available,12-07-2016 21:42,,NA,NA,12-07-2016,9:42 PM,Tuesday,No,No,No,Late Night
2585,Airport,,No Cars Available,12-07-2016 21:42,,NA,NA,12-07-2016,9:42 PM,Tuesday,No,No,No,Late Night
2594,Airport,,No Cars Available,12-07-2016 21:44,,NA,NA,12-07-2016,9:44 PM,Tuesday,No,No,No,Late Night
2586,Airport,,No Cars Available,12-07-2016 21:45,,NA,NA,12-07-2016,9:45 PM,Tuesday,No,No,No,Late Night
2587,Airport,,No Cars Available,12-07-2016 21:45,,NA,NA,12-07-2016,9:45 PM,Tuesday,No,No,No,Late Night
2595,Airport,,No Cars Available,12-07-2016 21:49,,NA,NA,12-07-2016,9:49 PM,Tuesday,No,No,No,Late Night
2599,Airport,,No Cars Available,12-07-2016 21:51,,NA,NA,12-07-2016,9:51 PM,Tuesday,No,No,No,Late Night
2592,Airport,,No Cars Available,12-07-2016 21:52,,NA,NA,12-07-2016,9:52 PM,Tuesday,No,No,No,Late Night
2600,Airport,,No Cars Available,12-07-2016 21:55,,NA,NA,12-07-2016,9:55 PM,Tuesday,No,No,No,Late Night
2602,Airport,,No Cars Available,12-07-2016 21:56,,NA,NA,12-07-2016,9:56 PM,Tuesday,No,No,No,Late Night
2601,Airport,,No Cars Available,12-07-2016 21:56,,NA,NA,12-07-2016,9:56 PM,Tuesday,No,No,No,Late Night
2607,Airport,,No Cars Available,12-07-2016 21:59,,NA,NA,12-07-2016,9:59 PM,Tuesday,No,No,No,Late Night
2612,Airport,,No Cars Available,12-07-2016 22:02,,NA,NA,12-07-2016,10:02 PM,Tuesday,No,No,No,Late Night
2605,Airport,,No Cars Available,12-07-2016 22:03,,NA,NA,12-07-2016,10:03 PM,Tuesday,No,No,No,Late Night
2606,Airport,,No Cars Available,12-07-2016 22:03,,NA,NA,12-07-2016,10:03 PM,Tuesday,No,No,No,Late Night
2611,Airport,,No Cars Available,12-07-2016 22:04,,NA,NA,12-07-2016,10:04 PM,Tuesday,No,No,No,Late Night
2614,Airport,,No Cars Available,12-07-2016 22:05,,NA,NA,12-07-2016,10:05 PM,Tuesday,No,No,No,Late Night
2610,Airport,,No Cars Available,12-07-2016 22:06,,NA,NA,12-07-2016,10:06 PM,Tuesday,No,No,No,Late Night
2615,Airport,,No Cars Available,12-07-2016 22:06,,NA,NA,12-07-2016,10:06 PM,Tuesday,No,No,No,Late Night
2616,Airport,,No Cars Available,12-07-2016 22:07,,NA,NA,12-07-2016,10:07 PM,Tuesday,No,No,No,Late Night
2618,Airport,,No Cars Available,12-07-2016 22:07,,NA,NA,12-07-2016,10:07 PM,Tuesday,No,No,No,Late Night
2620,Airport,,No Cars Available,12-07-2016 22:08,,NA,NA,12-07-2016,10:08 PM,Tuesday,No,No,No,Late Night
2623,Airport,,No Cars Available,12-07-2016 22:09,,NA,NA,12-07-2016,10:09 PM,Tuesday,No,No,No,Late Night
2626,Airport,,No Cars Available,12-07-2016 22:11,,NA,NA,12-07-2016,10:11 PM,Tuesday,No,No,No,Late Night
2619,Airport,,No Cars Available,12-07-2016 22:11,,NA,NA,12-07-2016,10:11 PM,Tuesday,No,No,No,Late Night
2617,Airport,,No Cars Available,12-07-2016 22:11,,NA,NA,12-07-2016,10:11 PM,Tuesday,No,No,No,Late Night
2622,Airport,,No Cars Available,12-07-2016 22:15,,NA,NA,12-07-2016,10:15 PM,Tuesday,No,No,No,Late Night
2630,City,,No Cars Available,12-07-2016 22:15,,NA,NA,12-07-2016,10:15 PM,Tuesday,No,No,No,Late Night
2638,Airport,,No Cars Available,12-07-2016 22:26,,NA,NA,12-07-2016,10:26 PM,Tuesday,No,No,No,Late Night
2639,Airport,,No Cars Available,12-07-2016 22:28,,NA,NA,12-07-2016,10:28 PM,Tuesday,No,No,No,Late Night
2634,City,,No Cars Available,12-07-2016 22:30,,NA,NA,12-07-2016,10:30 PM,Tuesday,No,No,No,Late Night
2640,Airport,,No Cars Available,12-07-2016 22:32,,NA,NA,12-07-2016,10:32 PM,Tuesday,No,No,No,Late Night
2649,City,,No Cars Available,12-07-2016 22:54,,NA,NA,12-07-2016,10:54 PM,Tuesday,No,No,No,Late Night
2653,City,,No Cars Available,12-07-2016 22:59,,NA,NA,12-07-2016,10:59 PM,Tuesday,No,No,No,Late Night
2654,City,,No Cars Available,12-07-2016 23:04,,NA,NA,12-07-2016,11:04 PM,Tuesday,No,No,No,Late Night
2652,Airport,,No Cars Available,12-07-2016 23:07,,NA,NA,12-07-2016,11:07 PM,Tuesday,No,No,No,Late Night
2656,Airport,,No Cars Available,12-07-2016 23:08,,NA,NA,12-07-2016,11:08 PM,Tuesday,No,No,No,Late Night
2655,City,,No Cars Available,12-07-2016 23:11,,NA,NA,12-07-2016,11:11 PM,Tuesday,No,No,No,Late Night
2660,Airport,,No Cars Available,12-07-2016 23:17,,NA,NA,12-07-2016,11:17 PM,Tuesday,No,No,No,Late Night
2659,City,,No Cars Available,12-07-2016 23:22,,NA,NA,12-07-2016,11:22 PM,Tuesday,No,No,No,Late Night
2663,Airport,,No Cars Available,12-07-2016 23:25,,NA,NA,12-07-2016,11:25 PM,Tuesday,No,No,No,Late Night
2669,Airport,,No Cars Available,12-07-2016 23:37,,NA,NA,12-07-2016,11:37 PM,Tuesday,No,No,No,Late Night
2670,Airport,,No Cars Available,12-07-2016 23:39,,NA,NA,12-07-2016,11:39 PM,Tuesday,No,No,No,Late Night
2671,City,,No Cars Available,12-07-2016 23:43,,NA,NA,12-07-2016,11:43 PM,Tuesday,No,No,No,Late Night
2673,Airport,,No Cars Available,12-07-2016 23:43,,NA,NA,12-07-2016,11:43 PM,Tuesday,No,No,No,Late Night
2674,City,,No Cars Available,12-07-2016 23:45,,NA,NA,12-07-2016,11:45 PM,Tuesday,No,No,No,Late Night
2678,Airport,,No Cars Available,12-07-2016 23:53,,NA,NA,12-07-2016,11:53 PM,Tuesday,No,No,No,Late Night
4020,Airport,,No Cars Available,13-07-2016 00:02,,NA,NA,13-07-2016,12:02 AM,Wednesday,No,No,No,Night
4022,City,,No Cars Available,13-07-2016 00:07,,NA,NA,13-07-2016,12:07 AM,Wednesday,No,No,No,Night
4026,City,,No Cars Available,13-07-2016 00:08,,NA,NA,13-07-2016,12:08 AM,Wednesday,No,No,No,Night
4025,City,,No Cars Available,13-07-2016 00:12,,NA,NA,13-07-2016,12:12 AM,Wednesday,No,No,No,Night
2684,Airport,,No Cars Available,13-07-2016 00:14,,NA,NA,13-07-2016,12:14 AM,Wednesday,No,No,No,Night
2685,City,,No Cars Available,13-07-2016 00:16,,NA,NA,13-07-2016,12:16 AM,Wednesday,No,No,No,Night
2686,City,,No Cars Available,13-07-2016 00:24,,NA,NA,13-07-2016,12:24 AM,Wednesday,No,No,No,Night
2688,City,,No Cars Available,13-07-2016 00:26,,NA,NA,13-07-2016,12:26 AM,Wednesday,No,No,No,Night
